JWT 0, JWT 1, JWT 2, JWT 3, JWT 4, PASETO 0, PASETO 1, PASETO 2, PASETO 3, PASETO 4, Fernet 0, Fernet 1, Fernet 2, Fernet 3, Fernet 4, Branca 0, Branca 1, Branca 2, Branca 3, Branca 4, Macaroon 0, Macaroon 1, Macaroon 2, Macaroon 3, Macaroon 4, Opaque 0, Opaque 1, Opaque 2, Opaque 3, Opaque 4, NONE 0, NONE 1, NONE 2, NONE 3, NONE 4, 
42.485630999319255, 44.62902100011706, 55.81859700009227, 54.74022600054741, 48.85996200051159, 59.63846599962562, 62.48010800033808, 54.22934100031853, 59.456330000422895, 61.888727999292314, 42.69859499949962, 45.75627600029111, 50.78710800036788, 45.009016000665724, 57.774672999978065, 85.43761399947107, 82.47748500015587, 85.64178199972957, 73.6193700004369, 82.45046600047499, 74.56803400069475, 64.613346000202, 63.14795500040054, 65.48866700008512, 59.04270999971777, -1, -1, -1, -1, 235.23124699946493, 41.296498000621796, 40.47668799944222, 48.76687800139189, 38.50219099968672, 50.90661100111902, 
25.862600999884307, 25.504247000440955, 25.82418799959123, 24.861035999841988, 25.78375899977982, 34.76129100006074, 34.91357299964875, 35.69082699995488, 36.55230600014329, 35.70480700023472, 24.440637000836432, 23.628267999738455, 24.40026200003922, 24.221463000401855, 24.258549000136554, 32.54180200025439, 32.59433300048113, 33.75064200069755, 33.77458299975842, 33.178747000172734, 35.19770900066942, 35.952658999711275, 36.451612000353634, 36.03964800015092, 35.74863799940795, -1, -1, -1, -1, 211.07848300039768, 20.550194999203086, 20.00334200076759, 20.62716299854219, 21.60537200048566, 20.665234999731183, 
23.804630000144243, 24.398399000056088, 23.870993999764323, 23.0723780002445, 23.3418319998309, 32.15143799968064, 33.32725699990988, 32.47280200012028, 32.566250999458134, 33.41562100034207, 21.934745999984443, 22.14827600028366, 22.09560300037265, 22.0489810006693, 21.789459999650717, 30.205942999571562, 29.98466799966991, 29.408851000480354, 29.288243000395596, 30.255330000072718, 47.55664400011301, 46.75762300007045, 46.76648300047964, 47.04651200026274, 46.37562000006437, -1, -1, -1, -1, 205.87226200010628, 18.327654000371695, 18.46281100064516, 18.907073000445962, 18.393253000453115, 19.588967999443412, 
26.015970000065863, 25.813422000035644, 25.747092999517918, 25.770766999572515, 26.466646000742912, 34.15016799978912, 33.25125500001013, 33.21432300005108, 33.253077999688685, 33.30425400007516, 25.655734000727534, 24.48396100010723, 25.783196000382304, 25.633759000338614, 24.524341999553144, 31.831179999746382, 32.72271899972111, 35.343670999631286, 34.66969299968332, 32.735628000460565, 31.972621000371873, 33.22098699957132, 34.73263300023973, 33.17620400059968, 35.230628999881446, -1, -1, -1, -1, 200.96046500001103, 19.90089900046587, 18.408049000427127, 18.580946000292897, 17.890529999509454, 18.36906599998474, 
21.228339000605047, 22.663838000036776, 22.76784999947995, 22.665593999437988, 22.43029600009322, 29.162616999819875, 29.737621000036597, 29.431455000303686, 29.070033000782132, 30.58461800031364, 22.487772999331355, 23.979602999985218, 22.656135000288486, 22.805854000151157, 24.445550000295043, 28.092140999622643, 27.971439000219107, 25.34455700032413, 25.36124200001359, 27.292131000198424, 33.18664299976081, 31.420238999649882, 32.45640300028026, 31.463204000145197, 32.46123699937016, -1, -1, -1, -1, 196.66228500008583, 15.231987999752164, 17.130710000172257, 17.340746998786926, 16.207513999193907, 16.91690400056541, 
40.04741599969566, 36.33398799970746, 20.94798900000751, 20.90522100031376, 36.31226800009608, 84.53153099957854, 72.02980999927968, 82.01382800005376, 79.41953100077808, 75.29359399992973, 24.052521999925375, 23.95141400024295, 24.07160099968314, 24.12982500065118, 23.580014999955893, 27.389649000018835, 27.35382999945432, 28.25449199974537, 28.206412999890745, 27.96873899921775, 34.31469999998808, 37.04382599983364, 34.75507999956608, 35.47802999988198, 34.75961000006646, -1, -1, -1, -1, 190.7513029994443, 15.919006999582052, 15.484984999522567, 15.052269998937845, 15.043725999072194, 15.132354000583291, 
42.88788099959493, 45.40534000005573, 56.59621499944478, 55.61976800020784, 43.471470000222325, 103.4105569999665, 115.271580000408, 103.12041400000453, 108.06723800022155, 108.52780499961227, 23.843945000320673, 24.254812999628484, 23.2493159994483, 24.62208199966699, 22.87465300038457, 30.682454999536276, 29.908793000504375, 30.856312000192702, 31.416695999912918, 31.15994600020349, 33.8065520003438, 33.63002899941057, 32.973261000588536, 34.528100000694394, 34.72904800064862, -1, -1, -1, -1, 209.56994999945164, 21.783786000683904, 19.491747999563813, 17.079995999112725, 19.752085000276566, 17.43960800021887, 
44.03522599954158, 44.91846099961549, 46.270623000338674, 45.2792559992522, 42.99106900021434, 38.318326000124216, 39.57818599976599, 40.069206999614835, 39.634761000052094, 38.240891999565065, 23.528033000417054, 22.62773699965328, 24.285378000698984, 23.685428999364376, 22.726090000011027, 34.83501600008458, 34.005324999801815, 36.37223799992353, 36.183136000297964, 35.40390099957585, 35.10660899989307, 32.63728199992329, 32.30268200021237, 33.38641500007361, 30.671954000368714, -1, -1, -1, -1, 349.2918869992718, 40.759177999570966, 20.257415998727083, 19.14660699851811, 19.56539800018072, 18.904317999258637, 
50.76815900020301, 52.10474700015038, 56.058210000395775, 55.48197800014168, 54.036469999700785, 38.79001200012863, 37.44028799980879, 37.528312999755144, 37.70890499930829, 37.36627799924463, 23.058085000142455, 21.62624599970877, 23.21619600057602, 22.726857000030577, 21.45394500065595, 38.14539700001478, 39.09514700062573, 39.20378899946809, 38.998881000094116, 39.55272699985653, 28.787812000140548, 29.68350000027567, 29.788214000873268, 29.37749100010842, 29.91628700029105, -1, -1, -1, -1, 200.72973399981856, 38.64654199965298, 50.74826999939978, 49.06320199929178, 53.718484001234174, 43.12867200002074, 
23.00298300012946, 22.11507199984044, 22.247616999782622, 23.491738000884652, 21.95476600062102, 32.22769800014794, 32.491365999914706, 32.981124999932945, 32.238881999626756, 35.257055999711156, 23.165440999902785, 23.344115000218153, 22.748744999989867, 22.241412000730634, 24.104464000090957, 36.801766000688076, 37.2443060008809, 35.827732999809086, 36.72116099949926, 36.270708000287414, 30.44365100003779, 28.520831999368966, 29.29535900056362, 29.52663900051266, 28.53058800008148, -1, -1, -1, -1, 200.65950299985707, 48.068992000073195, 38.380783999338746, 41.73516399972141, 45.139363000169396, 39.36204200051725, 
